product_id,average_rating,average_sentiment,review_count,review_count_score,recommendation_score
9966569863,4.714285714285714,1.0,7,0.03211009174311927,2.2921363040629097
0972683275,4.458715596330276,0.7477064220183486,218,1.0,2.28256880733945
9983891212,4.7439024390243905,0.7560975609756098,82,0.3761467889908257,2.2752293577981653
9983891204,4.764705882352941,0.8823529411764706,17,0.0779816513761468,2.274419859686994
7507825604,4.833333333333333,0.8333333333333334,6,0.027522935779816515,2.2721712538226297
3744295508,4.947368421052632,0.631578947368421,19,0.0871559633027523,2.2490101400289717
9966541551,4.6,1.0,5,0.022935779816513763,2.2445871559633024
3930992868,5.0,0.42857142857142855,7,0.03211009174311927,2.177850589777195
1400699169,4.5,0.9166666666666666,12,0.05504587155963303,2.1776758409785937
7214047977,4.3076923076923075,0.8461538461538461,13,0.05963302752293578,2.073465067043049
8918010656,4.428571428571429,0.7142857142857143,7,0.03211009174311927,2.063564875491481
1400501520,4.368421052631579,0.7368421052631579,19,0.0871559633027523,2.0595364558184452
1400698987,4.214285714285714,0.8571428571428571,28,0.12844036697247707,2.0542595019659244
1400501466,3.953488372093023,0.9069767441860465,43,0.19724770642201836,1.9836355877960317
1400501776,4.15,0.75,20,0.09174311926605505,1.9783486238532113
9573212900,4.111111111111111,0.7777777777777778,9,0.04128440366972477,1.9638124362895004
9981739588,4.428571428571429,0.42857142857142855,7,0.03211009174311927,1.949279161205767
1400599997,3.902439024390244,0.8536585365853658,41,0.18807339449541285,1.9400537032893266
140053271X,3.8309859154929575,0.8450704225352113,71,0.3256880733944954,1.9355601498901667
9888002198,4.055555555555555,0.7222222222222222,18,0.08256880733944955,1.927624872579001
1615527613,4.2,0.6,5,0.022935779816513763,1.924587155963303
0594451647,4.2,0.6,5,0.022935779816513763,1.924587155963303
1400532655,3.8073394495412844,0.6972477064220184,109,0.5,1.9018348623853214
9966694544,4.076923076923077,0.6153846153846154,13,0.05963302752293578,1.8888496824276642
9575871979,4.04,0.6,25,0.11467889908256881,1.8789357798165138
9573212919,3.8823529411764706,0.5588235294117647,34,0.1559633027522936,1.807663248785753
0594481813,4.0,0.375,8,0.03669724770642202,1.7573394495412844
7799813393,3.5,0.8333333333333334,6,0.027522935779816515,1.7388379204892968
1400532620,3.6097560975609757,0.5853658536585366,41,0.18807339449541285,1.7156634593868876
9625993428,3.8,0.34285714285714286,35,0.16055045871559634,1.6892529488859764
9862510447,3.6666666666666665,0.5,6,0.027522935779816515,1.67217125382263
8862935293,3.6666666666666665,0.5,6,0.027522935779816515,1.67217125382263
3936710058,3.5,0.6666666666666666,6,0.027522935779816515,1.67217125382263
9966338926,3.0,0.875,8,0.03669724770642202,1.5573394495412847
1400532736,3.230769230769231,0.5384615384615384,13,0.05963302752293578,1.519618913196895
9043413585,3.4285714285714284,0.2857142857142857,7,0.03211009174311927,1.4921363040629096
6301977173,3.0,0.6666666666666666,6,0.027522935779816515,1.4721712538226301
8862936826,3.0,0.6,5,0.022935779816513763,1.444587155963303
9876050621,3.2,0.2,5,0.022935779816513763,1.3645871559633032
0528881469,2.4,0.2,5,0.022935779816513763,1.0445871559633029
